assess_date,doublerev,exclude,ResponseId,Init,Title,ES,ResponseCount,Response,Yclass1,Yclass2,Yvar_studyfreq
2020-05-21,FALSE,Keep,R_2VF0XDe9qGZ1I8b,NBD,A modified trait-based framework for assessing the resilience of ecosystem services provided by coral reef communities,HabCreate,2,Colony maximum diameter,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_2VF0XDe9qGZ1I8b,NBD,A modified trait-based framework for assessing the resilience of ecosystem services provided by coral reef communities,HabCreate,3,Growth form),Proxy for ES,,1
2020-05-21,FALSE,Keep,R_2VF0XDe9qGZ1I8b,NBD,A modified trait-based framework for assessing the resilience of ecosystem services provided by coral reef communities,Hazards,1,coral functional traits (Colony maximum diameter,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_2VF0XDe9qGZ1I8b,NBD,A modified trait-based framework for assessing the resilience of ecosystem services provided by coral reef communities,Hazards,2,Capacity of fragment regeneration,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_2VF0XDe9qGZ1I8b,NBD,A modified trait-based framework for assessing the resilience of ecosystem services provided by coral reef communities,Hazards,3,Growth form),Proxy for ES,,1
2020-05-21,FALSE,Keep,R_2dXPiR3XXdUjKSS,IS,A trait-based ecology of the Los Angeles urban forest,CulturePsych,1,human attitudes and preferences (i.e. ecosystem services-based traits):water use,ES,,1
2020-05-21,FALSE,Keep,R_2dXPiR3XXdUjKSS,IS,A trait-based ecology of the Los Angeles urban forest,CulturePsych,2,size at maturity,ES,,1
2020-05-21,FALSE,Keep,R_2dXPiR3XXdUjKSS,IS,A trait-based ecology of the Los Angeles urban forest,CulturePsych,3,presence of showy flowers,ES,,1
2020-05-21,FALSE,Keep,R_2dXPiR3XXdUjKSS,IS,A trait-based ecology of the Los Angeles urban forest,CulturePsych,4,basal area increment,ES,,1
2020-05-21,FALSE,Keep,R_2dXPiR3XXdUjKSS,IS,A trait-based ecology of the Los Angeles urban forest,CulturePsych,5,relative basal area increment,ES,,1
2020-05-21,FALSE,Keep,R_UYeQJqYgpQFhAgV,KCG,A welcome can of worms? Hypoxia mitigation by an invasive species,coastWQReg,1,oxygen concentration,ES,,1
2020-05-21,FALSE,Keep,R_UYeQJqYgpQFhAgV,KCG,A welcome can of worms? Hypoxia mitigation by an invasive species,coastWQReg,2,phosphate concentration,ES,,1
2020-05-21,TRUE,Keep,R_1f1PRfkfWgVyS6o,LD,Abundance of urban male mosquitoes by green infrastructure types: implications for landscape design and vector management,PestPath,1,vector mosquitoe abundance,Proxy for ES,,1
2020-05-21,TRUE,Keep,R_1f1PRfkfWgVyS6o,LD,Abundance of urban male mosquitoes by green infrastructure types: implications for landscape design and vector management,PestPath,2,vector mosquito sex ratio,Proxy for ES,,1
2020-05-21,TRUE,Keep,R_cUwFHwTqSb5aRDb,TK,Abundance of urban male mosquitoes by green infrastructure types: implications for landscape design and vector management,PestPath,1,presence of male mosquitoes,ES,,1
2020-05-21,FALSE,Maybe,R_3nkJM8cj2M1w727,SDJ,Accounting for residential propagule pressure improves prediction of urban plant invasion,PestPath,1,residential propagule pressure,EF,,1
2020-05-21,FALSE,Keep,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,ClimReg,1,carbon sequestration,ES,,7
2020-05-21,FALSE,Keep,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,CulturePsych,1,tourist visits,ES,,1
2020-05-21,FALSE,Keep,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,freshWQReg,1,water regulation,ES,,1
2020-05-21,FALSE,Keep,R_3HRDBrdNVuSztPO,AIS,Adapting the adaptive cycle: Hypotheses on the development of ecosystem properties and services,Materials,1,harvestable timber,ES,,1
2020-05-21,FALSE,Keep,R_3GlgVK62HgWbe1E,LD,Additive and interactive effects of pollination and biological pest control on crop yield,Food,1,crop yield,ES,,5
2020-05-21,FALSE,Keep,R_3GlgVK62HgWbe1E,LD,Additive and interactive effects of pollination and biological pest control on crop yield,PestPath,1,Biological control of aphid pests,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_VWR9Gj6C949cnO9,TM,Agricultural practices for food safety threaten pest control services for fresh produce,Food,1,Yield,ES,,6
2020-05-21,FALSE,Keep,R_VWR9Gj6C949cnO9,TM,Agricultural practices for food safety threaten pest control services for fresh produce,PestPath,1,Pest,ES,,1
2020-05-21,FALSE,Keep,R_2QgKnZOgVMTFZY0,AIS,"An agent-based approach to modeling impacts of agricultural policy on land use, biodiversity and ecosystem services",Food,1,food production,ES,,1
2020-05-21,TRUE,Keep,R_1ladgh3xH5R1Vb7,AK,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",coastWQReg,1,Total nitrogen,Proxy for ES,,1
2020-05-21,TRUE,Keep,R_bBnxY9Kv0gtT7vX,GV,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",coastWQReg,1,total N,Proxy for ES,,3
2020-05-21,TRUE,Keep,R_1ladgh3xH5R1Vb7,AK,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",CulturePsych,1,biodiversity condition,ES,,1
2020-05-21,TRUE,Keep,R_1ladgh3xH5R1Vb7,AK,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Food,1,Agricultural revenue,ES,Proxy for ES,1
2020-05-21,TRUE,Keep,R_1ladgh3xH5R1Vb7,AK,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Food,2,Wetland area,ES,Proxy for ES,1
2020-05-21,TRUE,Keep,R_bBnxY9Kv0gtT7vX,GV,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Food,1,Total agricultural revenues,Proxy for ES,,1
2020-05-21,TRUE,Keep,R_bBnxY9Kv0gtT7vX,GV,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Food,2,wetland area (fisheries proxy),Proxy for ES,,1
2020-05-21,TRUE,Keep,R_1ladgh3xH5R1Vb7,AK,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",PestPath,1,area of riparian habitat,Proxy for ES,,2
2020-05-21,TRUE,Keep,R_bBnxY9Kv0gtT7vX,GV,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",PestPath,1,area of riparian habitat,Proxy for ES,,2
2020-05-21,TRUE,Keep,R_1ladgh3xH5R1Vb7,AK,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Pollination,1,terrestrial biodiversity,Proxy for ES,,2
2020-05-21,TRUE,Keep,R_bBnxY9Kv0gtT7vX,GV,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Pollination,1,biodiversity composite score,Proxy for ES,,1
2020-05-21,TRUE,Keep,R_1QKHR4HpJC1dcaR,JL,An ecophysiologically informed model of seed dispersal by orangutans: linking animal movement with gut passage across time and space,Pollination,1,seed dispersal shadow size,ES,,1
2020-05-21,TRUE,Keep,R_ebpR6h320fcgW0F,TK,An ecophysiologically informed model of seed dispersal by orangutans: linking animal movement with gut passage across time and space,Pollination,1,likelihood of seed dispersal in given locations,ES,,1
2020-05-21,TRUE,Maybe,R_SMB94nDu1Rxnw89,AK,An integrated ecological modeling system for assessing impacts of multiple stressors on stream and riverine ecosystem services within river basins,CulturePsych,1,fish productivity,Proxy for ES,,1
2020-05-21,TRUE,Maybe,R_SMB94nDu1Rxnw89,AK,An integrated ecological modeling system for assessing impacts of multiple stressors on stream and riverine ecosystem services within river basins,CulturePsych,2,habitat suitability,Proxy for ES,,1
2020-05-21,TRUE,Keep,R_2dfNb7wNwTVi3Kg,AIS,An integrated ecological modeling system for assessing impacts of multiple stressors on stream and riverine ecosystem services within river basins,Food,1,total fish biomass,Proxy for ES,,2
2020-05-21,TRUE,Maybe,R_SMB94nDu1Rxnw89,AK,An integrated ecological modeling system for assessing impacts of multiple stressors on stream and riverine ecosystem services within river basins,Food,1,mercury residues in fish,no selection,,1
2020-05-21,TRUE,Keep,R_2dfNb7wNwTVi3Kg,AIS,An integrated ecological modeling system for assessing impacts of multiple stressors on stream and riverine ecosystem services within river basins,freshWQReg,1,streamflow,Proxy for ES,,1
2020-05-21,TRUE,Keep,R_2dfNb7wNwTVi3Kg,AIS,An integrated ecological modeling system for assessing impacts of multiple stressors on stream and riverine ecosystem services within river basins,HabCreate,1,game fish habitat suitability index,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_20Mf8RGMTVC488G,LB,An integrated ecosystem service assessment in an artificial desert oasis of northwestern China,ClimReg,1,Net primary production,no selection,,1
2020-05-21,FALSE,Keep,R_20Mf8RGMTVC488G,LB,An integrated ecosystem service assessment in an artificial desert oasis of northwestern China,ClimReg,2,carbon sequestration,no selection,,7
2020-05-21,FALSE,Keep,R_20Mf8RGMTVC488G,LB,An integrated ecosystem service assessment in an artificial desert oasis of northwestern China,ClimReg,3,net oxygen production,no selection,,1
2020-05-21,FALSE,Keep,R_20Mf8RGMTVC488G,LB,An integrated ecosystem service assessment in an artificial desert oasis of northwestern China,Food,1,grain production,no selection,,2
2020-05-21,TRUE,Keep,R_Uszlh1FFsBKprBn,AIS,An invasive ant reduces diversity but does not disrupt a key ecosystem function in an African savanna,PestPath,1,dung decomposition,Proxy for ES,,4
2020-05-21,TRUE,Keep,R_1jIdgURwZ6A6iOu,AK,An invasive ant reduces diversity but does not disrupt a key ecosystem function in an African savanna,PestPath,1,arthropod diversity and abundance,EF,,1
2020-05-21,TRUE,Keep,R_1jIdgURwZ6A6iOu,AK,An invasive ant reduces diversity but does not disrupt a key ecosystem function in an African savanna,PestPath,2,dung-decomposing beetle diversity and abundance,EF,,1
2020-05-21,TRUE,Keep,R_1jIdgURwZ6A6iOu,AK,An invasive ant reduces diversity but does not disrupt a key ecosystem function in an African savanna,SoilProtect,1,arthropod diversity and abundance,EF,,1
2020-05-21,TRUE,Keep,R_1jIdgURwZ6A6iOu,AK,An invasive ant reduces diversity but does not disrupt a key ecosystem function in an African savanna,SoilProtect,2,dung-decomposing beetle diversity and abundance,EF,,1
2020-05-21,TRUE,Maybe,R_zdGYxF9sVeRUgWl,TK,"Analysing scale, quality and diversity of green infrastructure and the provision of Urban Ecosystem Services: A case from Mexico City",coastWQReg,1,quality of regulating services,Proxy for ES,,1
2020-05-21,TRUE,Maybe,R_zdGYxF9sVeRUgWl,TK,"Analysing scale, quality and diversity of green infrastructure and the provision of Urban Ecosystem Services: A case from Mexico City",CulturePsych,1,quality of cultural ecosystem services,Proxy for ES,,1
2020-05-21,TRUE,Maybe,R_zdGYxF9sVeRUgWl,TK,"Analysing scale, quality and diversity of green infrastructure and the provision of Urban Ecosystem Services: A case from Mexico City",Food,1,quality of provisioning services,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_3g0H34NVGzvaNkx,SDJ,Anolis lizards as biocontrol agents in mainland and island agroecosystems,PestPath,1,density of anole,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_3g0H34NVGzvaNkx,SDJ,Anolis lizards as biocontrol agents in mainland and island agroecosystems,PestPath,2,efficacy of beetle removal by Anole,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_2CHwrQismiY1LLB,LB,Anthropogenic remediation of heavy metals selects against natural microbial remediation,SoilProtect,1,pore water metal content,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_2CHwrQismiY1LLB,LB,Anthropogenic remediation of heavy metals selects against natural microbial remediation,SoilProtect,2,per capita siderophore production,Proxy for ES,,1
2020-05-21,TRUE,Keep,R_1MNgGEniHa3GsEq,JL,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,SoilProtect,1,soil erosion rate,ES,,1
2020-05-21,TRUE,Keep,R_3NOqt0x8UAoNFs0,TK,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,SoilProtect,1,soil erosion,ES,,3
2020-05-21,TRUE,Keep,R_3NOqt0x8UAoNFs0,TK,Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona,SoilProtect,2,soil stability indicator rate,ES,,1
2020-05-21,TRUE,Keep,R_vq14KzL4mX6kaml,AK,Applying network theory to prioritize multispecies habitat networks that are robust to climate and land-use change,HabCreate,1,habitat connectivity,EF,,3
2020-05-21,TRUE,Keep,R_vq14KzL4mX6kaml,AK,Applying network theory to prioritize multispecies habitat networks that are robust to climate and land-use change,HabCreate,2,habitat quality,EF,,6
2020-05-21,TRUE,Keep,R_24wVbQfeDnsEskw,GV,Applying network theory to prioritize multispecies habitat networks that are robust to climate and land-use change,HabCreate,1,habitat connectivity,EF,,3
2020-05-21,TRUE,Keep,R_24wVbQfeDnsEskw,GV,Applying network theory to prioritize multispecies habitat networks that are robust to climate and land-use change,HabCreate,2,habitat quality,EF,,6
2020-05-21,FALSE,Maybe,R_3UXMx75t97OUqs1,AK,Arable weeds as indicators of agricultural intensity - A case study from Finland,PestPath,1,pest diversity index,Proxy for ES,,1
2020-05-21,FALSE,Maybe,R_3UXMx75t97OUqs1,AK,Arable weeds as indicators of agricultural intensity - A case study from Finland,Pollination,1,pollinator diversity index,Proxy for ES,,1
2020-05-21,TRUE,Keep,R_1hybCiXFKKWPel0,JL,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",ClimReg,1,carbon storage,ES,,16
2020-05-21,TRUE,Keep,R_3j225vqUy2ndtL0,TK,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",ClimReg,1,carbon storage,ES,,16
2020-05-21,TRUE,Keep,R_1hybCiXFKKWPel0,JL,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",freshWQReg,1,water supply,ES,,3
2020-05-21,TRUE,Keep,R_3j225vqUy2ndtL0,TK,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",freshWQReg,1,water supply,ES,,3
2020-05-21,TRUE,Keep,R_1hybCiXFKKWPel0,JL,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",HabCreate,1,habitat quality,ES,,6
2020-05-21,TRUE,Keep,R_3j225vqUy2ndtL0,TK,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",HabCreate,1,habitat quality,ES,,6
2020-05-21,TRUE,Keep,R_1hybCiXFKKWPel0,JL,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",SoilProtect,1,sediment retention,ES,,4
2020-05-21,TRUE,Keep,R_3j225vqUy2ndtL0,TK,"Assessing and mapping of multiple ecosystem services in Guizhou Province, China",SoilProtect,1,sediment retention,ES,,4
2020-05-21,FALSE,Keep,R_3gzoOEHLfo3xsn7,CW,Assessing and predicting the relative ecological impacts of disturbance on habitats with different sensitivities,HabCreate,1,Habitat sensitivity,EF,,1
2020-05-21,FALSE,Keep,R_3gzoOEHLfo3xsn7,CW,Assessing and predicting the relative ecological impacts of disturbance on habitats with different sensitivities,HabCreate,2,production sensitivity,EF,,1
2020-05-21,FALSE,Keep,R_5nnUwLi2HNd4sQp,AIS,Assessing bundles of ecosystem services from regional to landscape scale: insights from the French Alps,ClimReg,1,carbon storage,ES,,16
2020-05-21,FALSE,Keep,R_5nnUwLi2HNd4sQp,AIS,Assessing bundles of ecosystem services from regional to landscape scale: insights from the French Alps,coastWQReg,1,chemical water quality regulation,ES,,1
2020-05-21,FALSE,Keep,R_5nnUwLi2HNd4sQp,AIS,Assessing bundles of ecosystem services from regional to landscape scale: insights from the French Alps,CulturePsych,1,recreation potential,ES,,1
2020-05-21,FALSE,Keep,R_5nnUwLi2HNd4sQp,AIS,Assessing bundles of ecosystem services from regional to landscape scale: insights from the French Alps,CulturePsych,2,tourism,ES,,1
2020-05-21,FALSE,Keep,R_5nnUwLi2HNd4sQp,AIS,Assessing bundles of ecosystem services from regional to landscape scale: insights from the French Alps,CulturePsych,3,leisure hunting,ES,,1
2020-05-21,FALSE,Keep,R_5nnUwLi2HNd4sQp,AIS,Assessing bundles of ecosystem services from regional to landscape scale: insights from the French Alps,Energy,1,hydro-energy potential,ES,,1
2020-05-21,FALSE,Keep,R_5nnUwLi2HNd4sQp,AIS,Assessing bundles of ecosystem services from regional to landscape scale: insights from the French Alps,Food,1,agricultural production,ES,,4
2020-05-21,FALSE,Keep,R_5nnUwLi2HNd4sQp,AIS,Assessing bundles of ecosystem services from regional to landscape scale: insights from the French Alps,Food,2,forage production,ES,,1
2020-05-21,FALSE,Keep,R_5nnUwLi2HNd4sQp,AIS,Assessing bundles of ecosystem services from regional to landscape scale: insights from the French Alps,Hazards,1,physical water quantity regulation,ES,,1
2020-05-21,FALSE,Keep,R_5nnUwLi2HNd4sQp,AIS,Assessing bundles of ecosystem services from regional to landscape scale: insights from the French Alps,MaintainOpts,1,protected plant species,ES,,1
2020-05-21,FALSE,Keep,R_5nnUwLi2HNd4sQp,AIS,Assessing bundles of ecosystem services from regional to landscape scale: insights from the French Alps,MaintainOpts,2,protected vertebrate species,ES,,1
2020-05-21,FALSE,Keep,R_5nnUwLi2HNd4sQp,AIS,Assessing bundles of ecosystem services from regional to landscape scale: insights from the French Alps,MaintainOpts,3,plant diversity,ES,,3
2020-05-21,FALSE,Keep,R_5nnUwLi2HNd4sQp,AIS,Assessing bundles of ecosystem services from regional to landscape scale: insights from the French Alps,MaintainOpts,4,vertebrate diversity,ES,,1
2020-05-21,FALSE,Keep,R_5nnUwLi2HNd4sQp,AIS,Assessing bundles of ecosystem services from regional to landscape scale: insights from the French Alps,Materials,1,wood production,ES,,2
2020-05-21,FALSE,Keep,R_5nnUwLi2HNd4sQp,AIS,Assessing bundles of ecosystem services from regional to landscape scale: insights from the French Alps,PestPath,1,biological control of pests,ES,,1
2020-05-21,FALSE,Keep,R_5nnUwLi2HNd4sQp,AIS,Assessing bundles of ecosystem services from regional to landscape scale: insights from the French Alps,Pollination,1,pollination,ES,,6
2020-05-21,FALSE,Keep,R_5nnUwLi2HNd4sQp,AIS,Assessing bundles of ecosystem services from regional to landscape scale: insights from the French Alps,SoilProtect,1,erosion mitigation,ES,,1
2020-05-21,FALSE,Keep,R_5nnUwLi2HNd4sQp,AIS,Assessing bundles of ecosystem services from regional to landscape scale: insights from the French Alps,SoilProtect,2,protection against rockfalls,ES,,1
2020-05-21,FALSE,Keep,R_1gnnpKABZZRCPMI,AK,Assessing mismatches in ecosystem services proficiency across the urban fabric of Porto (Portugal): The influence of structural and socioeconomic variables,ClimReg,1,Tree DBH,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_1gnnpKABZZRCPMI,AK,Assessing mismatches in ecosystem services proficiency across the urban fabric of Porto (Portugal): The influence of structural and socioeconomic variables,ClimReg,2,Tree leaf biomass,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_1gnnpKABZZRCPMI,AK,Assessing mismatches in ecosystem services proficiency across the urban fabric of Porto (Portugal): The influence of structural and socioeconomic variables,coastWQReg,1,Total tree leaf area,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_1gnnpKABZZRCPMI,AK,Assessing mismatches in ecosystem services proficiency across the urban fabric of Porto (Portugal): The influence of structural and socioeconomic variables,freshWQReg,1,Tree leaf area,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_2areXsS3KF89rBI,NBD,Assessing Resilience in Stressed Watersheds,CulturePsych,1,resiliance,Proxy for ES,,2
2020-05-21,FALSE,Keep,R_2areXsS3KF89rBI,NBD,Assessing Resilience in Stressed Watersheds,Food,1,resiliance,Proxy for ES,,2
2020-05-21,FALSE,Keep,R_2areXsS3KF89rBI,NBD,Assessing Resilience in Stressed Watersheds,HabCreate,1,resiliance,Proxy for ES,,2
2020-05-21,FALSE,Keep,R_3DkhKSkJX3FqGzq,CK,"Assessment of the erosion control function of forest ecosystems based on GIS: a case study in Zhangjiajie National Forest Park, China",SoilProtect,1,erosion control,ES,,1
2020-05-21,FALSE,Keep,R_2S6ohGUwujQ2CTu,NBD,Avian functional responses to landscape recovery,PestPath,1,bird functional diversity,EF,,1
2020-05-21,FALSE,Keep,R_2S6ohGUwujQ2CTu,NBD,Avian functional responses to landscape recovery,Pollination,1,bird functional diversity,EF,,1
2020-05-21,FALSE,Keep,R_1pMUi8TKDBRwWHH,AIS,Avian pest control in vineyards is driven by interactions between bird functional diversity and landscape heterogeneity,PestPath,1,bird predation rates on plasticene insects,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_2YSxgZguzQF3xzT,NBD,Balancing water supply and old-growth forest conservation in the lowlands of south-central Chile through adaptive co-management,CulturePsych,1,opnion,no selection,,1
2020-05-21,FALSE,Keep,R_2YSxgZguzQF3xzT,NBD,Balancing water supply and old-growth forest conservation in the lowlands of south-central Chile through adaptive co-management,freshWQReg,1,runoff coefficient (runoff/rainfall),Proxy for ES,,1
2020-05-21,FALSE,Keep,R_2YSxgZguzQF3xzT,NBD,Balancing water supply and old-growth forest conservation in the lowlands of south-central Chile through adaptive co-management,HabCreate,1,Tree composition,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_2XgrJFKeKnMspj5,KCG,Balancing yield with resilience and conservation objectives in harvested predator-prey communities,Food,1,fish yield,Proxy for ES,,2
2020-05-21,FALSE,Keep,R_3QVN7sk2L6ezbxj,TK,Bat diversity in Carajas National Forest (Eastern Amazon) and potential impacts on ecosystem services under climate change,PestPath,1,persistence of insectivore bat species,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_3QVN7sk2L6ezbxj,TK,Bat diversity in Carajas National Forest (Eastern Amazon) and potential impacts on ecosystem services under climate change,Pollination,1,persistence of nectar of frugivorous bat species,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_3QVN7sk2L6ezbxj,TK,Bat diversity in Carajas National Forest (Eastern Amazon) and potential impacts on ecosystem services under climate change,Pollination,2,persistence of nectarivorous bat species,Proxy for ES,,1
2020-05-21,FALSE,Keep,R_21BMgTOWkP6cBkH,TK,Belowground response of prairie restoration and resiliency to drought,MaintainOpts,1,resilience,no selection,,1
2020-05-21,FALSE,Keep,R_21BMgTOWkP6cBkH,TK,Belowground response of prairie restoration and resiliency to drought,SoilProtect,1,soil enzyme levels,ES,,2
2020-05-21,FALSE,Maybe,R_12LTy7jbBE8ZpVJ,CW,"BIMBY's first steps: a pilot study on the contribution of residential front-yards in Phoenix and Maastricht to biodiversity, ecosystem services and urban sustainability",CulturePsych,1,Disturbance (artificial light,Proxy for ES,,1
2020-05-21,FALSE,Maybe,R_12LTy7jbBE8ZpVJ,CW,"BIMBY's first steps: a pilot study on the contribution of residential front-yards in Phoenix and Maastricht to biodiversity, ecosystem services and urban sustainability",CulturePsych,2,lawn furniture,Proxy for ES,,1
2020-05-21,FALSE,Maybe,R_12LTy7jbBE8ZpVJ,CW,"BIMBY's first steps: a pilot study on the contribution of residential front-yards in Phoenix and Maastricht to biodiversity, ecosystem services and urban sustainability",CulturePsych,3,cars or bicycles parked in front yard),Proxy for ES,,1
2020-05-21,FALSE,Maybe,R_12LTy7jbBE8ZpVJ,CW,"BIMBY's first steps: a pilot study on the contribution of residential front-yards in Phoenix and Maastricht to biodiversity, ecosystem services and urban sustainability",CulturePsych,4,Garden-design,Proxy for ES,,1
2020-05-21,FALSE,Maybe,R_12LTy7jbBE8ZpVJ,CW,"BIMBY's first steps: a pilot study on the contribution of residential front-yards in Phoenix and Maastricht to biodiversity, ecosystem services and urban sustainability",HabCreate,1,Plant diversity,Proxy for ES,,3
2020-05-21,FALSE,Maybe,R_12LTy7jbBE8ZpVJ,CW,"BIMBY's first steps: a pilot study on the contribution of residential front-yards in Phoenix and Maastricht to biodiversity, ecosystem services and urban sustainability",HabCreate,2,Vertical diversity,Proxy for ES,,1
