StartDate,EndDate,RecordedDate,ResponseId,Init,doublerev,version,Title,id,answer,clean_answer,varnum,clean_answer_binned,fullquestion,abbr,Group,clean_group,lulc_group,qnum,ES,survey_order,qa_note,lulc_note,only_lulc,exclude_reason
2020-03-05T22:02:42Z,2020-03-05T22:10:25Z,2020-03-05T22:10:25Z,R_1jC9B6WLP5Fmbar,LB,FALSE,final,"Spatial assessment of the impact of land use and land cover change on supply of ecosystem services in Phewa watershed, Nepal",Q25.3_4,Land use change,Land use change,1,Land use and land cover change,Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Human,Human,LU_LC,Q12,ClimReg,110,NA,NA,TRUE,"LULC ESP only, Biotic Service provider is cover related and doesn't have any other non-LULC driver"
2020-03-05T22:02:42Z,2020-03-05T22:10:25Z,2020-03-05T22:10:25Z,R_1jC9B6WLP5Fmbar,LB,FALSE,final,"Spatial assessment of the impact of land use and land cover change on supply of ecosystem services in Phewa watershed, Nepal",Q25.3_7,Land use change,Land use change,1,Land use and land cover change,"Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Driver,Human,Human,LU_LC,Q12,coastWQReg,113,NA,NA,TRUE,"LULC ESP only, Biotic Service provider is cover related and doesn't have any other non-LULC driver"
2020-03-05T22:02:42Z,2020-03-05T22:10:25Z,2020-03-05T22:10:25Z,R_1jC9B6WLP5Fmbar,LB,FALSE,final,"Spatial assessment of the impact of land use and land cover change on supply of ecosystem services in Phewa watershed, Nepal",Q25.3_8,Land use change,Land use change,1,Land use and land cover change,"Q12: Which Ecosystem Services were considered?  - Human Driver - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Driver,Human,Human,LU_LC,Q12,SoilProtect,114,NA,NA,TRUE,"LULC ESP only, Biotic Service provider is cover related and doesn't have any other non-LULC driver"
2020-03-05T22:02:42Z,2020-03-05T22:10:25Z,2020-03-05T22:10:25Z,R_1jC9B6WLP5Fmbar,LB,FALSE,final,"Spatial assessment of the impact of land use and land cover change on supply of ecosystem services in Phewa watershed, Nepal",Q25.3_13,Land use change,Land use change,1,Land use and land cover change,"Q12: Which Ecosystem Services were considered?  - Human Driver - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",Driver,Human,Human,LU_LC,Q12,Materials,119,NA,NA,TRUE,"LULC ESP only, Biotic Service provider is cover related and doesn't have any other non-LULC driver"
2020-03-05T22:02:42Z,2020-03-05T22:10:25Z,2020-03-05T22:10:25Z,R_1jC9B6WLP5Fmbar,LB,FALSE,final,"Spatial assessment of the impact of land use and land cover change on supply of ecosystem services in Phewa watershed, Nepal",Q25.3_16,Land use change,Land use change,1,Land use and land cover change,"Q12: Which Ecosystem Services were considered?  - Human Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Human,Human,LU_LC,Q12,CulturePsych,122,NA,NA,TRUE,"LULC ESP only, Biotic Service provider is cover related and doesn't have any other non-LULC driver"
2020-03-05T22:02:42Z,2020-03-05T22:10:25Z,2020-03-05T22:10:25Z,R_1jC9B6WLP5Fmbar,LB,FALSE,final,"Spatial assessment of the impact of land use and land cover change on supply of ecosystem services in Phewa watershed, Nepal",Q25.4_4,Service Provider (Q17),Service Provider (Q17),2,Service provider identity,Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Biotic,Biotic,LU_LC,Q12,ClimReg,126,NA,Reviewer noted ESP type is land cover or habitat proxy. Reclassed Service Provider driver from Biotic to Land Use Land Cover driver type.,TRUE,"LULC ESP only, Biotic Service provider is cover related and doesn't have any other non-LULC driver"
2020-03-05T22:02:42Z,2020-03-05T22:10:25Z,2020-03-05T22:10:25Z,R_1jC9B6WLP5Fmbar,LB,FALSE,final,"Spatial assessment of the impact of land use and land cover change on supply of ecosystem services in Phewa watershed, Nepal",Q25.4_7,Service Provider (Q17),Service Provider (Q17),2,Service provider identity,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Driver,Biotic,Biotic,LU_LC,Q12,coastWQReg,129,NA,Reviewer noted ESP type is land cover or habitat proxy. Reclassed Service Provider driver from Biotic to Land Use Land Cover driver type.,TRUE,"LULC ESP only, Biotic Service provider is cover related and doesn't have any other non-LULC driver"
2020-03-05T22:02:42Z,2020-03-05T22:10:25Z,2020-03-05T22:10:25Z,R_1jC9B6WLP5Fmbar,LB,FALSE,final,"Spatial assessment of the impact of land use and land cover change on supply of ecosystem services in Phewa watershed, Nepal",Q25.4_8,Service Provider (Q17),Service Provider (Q17),2,Service provider identity,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Driver,Biotic,Biotic,LU_LC,Q12,SoilProtect,130,NA,Reviewer noted ESP type is land cover or habitat proxy. Reclassed Service Provider driver from Biotic to Land Use Land Cover driver type.,TRUE,"LULC ESP only, Biotic Service provider is cover related and doesn't have any other non-LULC driver"
2020-03-05T22:02:42Z,2020-03-05T22:10:25Z,2020-03-05T22:10:25Z,R_1jC9B6WLP5Fmbar,LB,FALSE,final,"Spatial assessment of the impact of land use and land cover change on supply of ecosystem services in Phewa watershed, Nepal",Q25.4_13,Service Provider (Q17),Service Provider (Q17),2,Service provider identity,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",Driver,Biotic,Biotic,LU_LC,Q12,Materials,135,NA,Reviewer noted ESP type is land cover or habitat proxy. Reclassed Service Provider driver from Biotic to Land Use Land Cover driver type.,TRUE,"LULC ESP only, Biotic Service provider is cover related and doesn't have any other non-LULC driver"
2020-03-05T22:02:42Z,2020-03-05T22:10:25Z,2020-03-05T22:10:25Z,R_1jC9B6WLP5Fmbar,LB,FALSE,final,"Spatial assessment of the impact of land use and land cover change on supply of ecosystem services in Phewa watershed, Nepal",Q25.4_16,Service Provider (Q17),Service Provider (Q17),2,Service provider identity,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Biotic,Biotic,LU_LC,Q12,CulturePsych,138,NA,Reviewer noted ESP type is land cover or habitat proxy. Reclassed Service Provider driver from Biotic to Land Use Land Cover driver type.,TRUE,"LULC ESP only, Biotic Service provider is cover related and doesn't have any other non-LULC driver"
2020-03-05T22:02:42Z,2020-03-05T22:10:25Z,2020-03-05T22:10:25Z,R_1jC9B6WLP5Fmbar,LB,FALSE,final,"Spatial assessment of the impact of land use and land cover change on supply of ecosystem services in Phewa watershed, Nepal",Q19,Only land cover or habitat type as proxy,Only land cover or habitat type as proxy,NA,NA,"Q14: If the study incorporates a 'Service Provider', which service provider(s) does it utilize?",ESP_type,NA,NA,NA,Q14,NA,207,NA,NA,TRUE,"LULC ESP only, Biotic Service provider is cover related and doesn't have any other non-LULC driver"
2020-03-05T22:02:42Z,2020-03-05T22:10:25Z,2020-03-05T22:10:25Z,R_1jC9B6WLP5Fmbar,LB,FALSE,final,"Spatial assessment of the impact of land use and land cover change on supply of ecosystem services in Phewa watershed, Nepal",Q20,NA,NA,NA,NA,Notes on Q14,KremenNotes,NA,NA,NA,Q14,NA,208,NA,NA,TRUE,"LULC ESP only, Biotic Service provider is cover related and doesn't have any other non-LULC driver"
2020-03-06T23:07:12Z,2020-03-06T23:39:18Z,2020-03-06T23:39:19Z,R_BLCcWj9QyFkEovL,TM,FALSE,final,Realizing ecosystem services: wetland hydrologic function along a gradient of ecosystem condition,Q25.3_6,Land use change,Land use change,1,Land use and land cover change,"Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",Driver,Human,Human,LU_LC,Q12,freshWQReg,112,NA,NA,TRUE,LULC driver only
2020-03-06T23:07:12Z,2020-03-06T23:39:18Z,2020-03-06T23:39:19Z,R_BLCcWj9QyFkEovL,TM,FALSE,final,Realizing ecosystem services: wetland hydrologic function along a gradient of ecosystem condition,Q19,NA,NA,NA,NA,"Q14: If the study incorporates a 'Service Provider', which service provider(s) does it utilize?",ESP_type,NA,NA,NA,Q14,NA,207,NA,NA,TRUE,LULC driver only
2020-03-06T23:07:12Z,2020-03-06T23:39:18Z,2020-03-06T23:39:19Z,R_BLCcWj9QyFkEovL,TM,FALSE,final,Realizing ecosystem services: wetland hydrologic function along a gradient of ecosystem condition,Q20,NA,NA,NA,NA,Notes on Q14,KremenNotes,NA,NA,NA,Q14,NA,208,NA,NA,TRUE,LULC driver only
2020-03-09T18:46:39Z,2020-03-09T19:42:34Z,2020-03-09T19:42:35Z,R_2SHXlFRl1HFN1e0,JL,TRUE,original,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Q25.3_4,Land use change,Land use change,1,Land use and land cover change,Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Human,Human,LU_LC,Q12,ClimReg,110,NA,NA,TRUE,LULC driver only
2020-03-09T18:46:39Z,2020-03-09T19:42:34Z,2020-03-09T19:42:35Z,R_2SHXlFRl1HFN1e0,JL,TRUE,original,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Q25.3_8,Land use change,Land use change,1,Land use and land cover change,"Q12: Which Ecosystem Services were considered?  - Human Driver - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Driver,Human,Human,LU_LC,Q12,SoilProtect,114,NA,NA,TRUE,LULC driver only
2020-03-09T18:46:39Z,2020-03-09T19:42:34Z,2020-03-09T19:42:35Z,R_2SHXlFRl1HFN1e0,JL,TRUE,original,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Q25.3_16,Land use change,Land use change,1,Land use and land cover change,"Q12: Which Ecosystem Services were considered?  - Human Driver - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",Driver,Human,Human,LU_LC,Q12,CulturePsych,122,NA,NA,TRUE,LULC driver only
2020-03-09T18:46:39Z,2020-03-09T19:42:34Z,2020-03-09T19:42:35Z,R_2SHXlFRl1HFN1e0,JL,TRUE,original,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Q19,NA,NA,NA,NA,"Q14: If the study incorporates a 'Service Provider', which service provider(s) does it utilize?",ESP_type,NA,NA,NA,Q14,NA,207,NA,NA,TRUE,LULC driver only
2020-03-09T18:46:39Z,2020-03-09T19:42:34Z,2020-03-09T19:42:35Z,R_2SHXlFRl1HFN1e0,JL,TRUE,original,Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface,Q20,"I debated whether earthworms could be considered an ESP, but the focus here is on how urban land cover effects earthworms, not on how earth worms provide key ES's... I suppose I see earthworms as one of many proxies for soil EF/ES rather than an ESP here.","I debated whether earthworms could be considered an ESP, but the focus here is on how urban land cover effects earthworms, not on how earth worms provide key ES's... I suppose I see earthworms as one of many proxies for soil EF/ES rather than an ESP here.",NA,NA,Notes on Q14,KremenNotes,NA,NA,NA,Q14,NA,208,NA,NA,TRUE,LULC driver only
2020-03-10T20:30:59Z,2020-03-10T21:19:15Z,2020-03-10T21:19:16Z,R_2wFhQRqqex9ZeyX,TM,FALSE,final,"The Monteregie Connection: linking landscapes, biodiversity, and ecosystem services to improve decision making",Q25.3_2,Land use change,Land use change,1,Land use and land cover change,Q12: Which Ecosystem Services were considered?  - Human Driver - Pollination and dispersal of seeds or other propagules,Driver,Human,Human,LU_LC,Q12,Pollination,108,NA,NA,TRUE,LULC driver only
2020-03-10T20:30:59Z,2020-03-10T21:19:15Z,2020-03-10T21:19:16Z,R_2wFhQRqqex9ZeyX,TM,FALSE,final,"The Monteregie Connection: linking landscapes, biodiversity, and ecosystem services to improve decision making",Q25.3_4,Land use change,Land use change,1,Land use and land cover change,Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Human,Human,LU_LC,Q12,ClimReg,110,NA,NA,TRUE,LULC driver only
2020-03-10T20:30:59Z,2020-03-10T21:19:15Z,2020-03-10T21:19:16Z,R_2wFhQRqqex9ZeyX,TM,FALSE,final,"The Monteregie Connection: linking landscapes, biodiversity, and ecosystem services to improve decision making",Q25.3_7,Land use change,Land use change,1,Land use and land cover change,"Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Driver,Human,Human,LU_LC,Q12,coastWQReg,113,NA,NA,TRUE,LULC driver only
2020-03-10T20:30:59Z,2020-03-10T21:19:15Z,2020-03-10T21:19:16Z,R_2wFhQRqqex9ZeyX,TM,FALSE,final,"The Monteregie Connection: linking landscapes, biodiversity, and ecosystem services to improve decision making",Q25.3_8,Land use change,Land use change,1,Land use and land cover change,"Q12: Which Ecosystem Services were considered?  - Human Driver - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Driver,Human,Human,LU_LC,Q12,SoilProtect,114,NA,NA,TRUE,LULC driver only
