ResponseId,Init,Title,id,sameanswer,answer,clean_answer,final_answer,review_notes,fullquestion,abbr,Group,clean_group,qnum,ES,survey_order,qa_note,rev1init,rev2init,revorder
R_3OjIH5CZCa9lnQv,TK,Climate and plant controls on soil organic matter in coastal wetlands,Q25.2_7,FALSE,,,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Driver,Env,,Q12,coastWQReg,97,,TK,KCG,1
R_3kbwvTet6xMwmLx,KCG,Climate and plant controls on soil organic matter in coastal wetlands,Q25.2_7,FALSE,Climate,Climate,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Driver,Env,Env,Q12,coastWQReg,97,,TK,KCG,2
R_3OjIH5CZCa9lnQv,TK,Climate and plant controls on soil organic matter in coastal wetlands,Q25.4_4,FALSE,Service Provider (Q17),Service Provider (Q17),,,Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Bio,Bio,Q12,ClimReg,126,,TK,KCG,1
R_3kbwvTet6xMwmLx,KCG,Climate and plant controls on soil organic matter in coastal wetlands,Q25.4_4,FALSE,Other,Other,,,Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Bio,Bio,Q12,ClimReg,126,,TK,KCG,2
R_3OjIH5CZCa9lnQv,TK,Climate and plant controls on soil organic matter in coastal wetlands,Q25.5_1,FALSE,,,,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Habitat creation and maintenance,Yclass,,,Q12,HabCreate,139,,TK,KCG,1
R_3kbwvTet6xMwmLx,KCG,Climate and plant controls on soil organic matter in coastal wetlands,Q25.5_1,FALSE,ES,ES,,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Habitat creation and maintenance,Yclass,,,Q12,HabCreate,139,,TK,KCG,2
R_3OjIH5CZCa9lnQv,TK,Climate and plant controls on soil organic matter in coastal wetlands,Q25.5_4,FALSE,Proxy for ES,Proxy for ES,,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Yclass,,,Q12,ClimReg,142,,TK,KCG,1
R_3kbwvTet6xMwmLx,KCG,Climate and plant controls on soil organic matter in coastal wetlands,Q25.5_4,FALSE,ES,ES,,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Yclass,,,Q12,ClimReg,142,,TK,KCG,2
R_3OjIH5CZCa9lnQv,TK,Climate and plant controls on soil organic matter in coastal wetlands,Q25.5_7,FALSE,,,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Yclass,,,Q12,coastWQReg,145,,TK,KCG,1
R_3kbwvTet6xMwmLx,KCG,Climate and plant controls on soil organic matter in coastal wetlands,Q25.5_7,FALSE,ES,ES,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Yclass,,,Q12,coastWQReg,145,,TK,KCG,2
R_3OjIH5CZCa9lnQv,TK,Climate and plant controls on soil organic matter in coastal wetlands,Q25.6_1,FALSE,,,,,Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Habitat creation and maintenance,EffectDirect,Env,,Q12,HabCreate,155,,TK,KCG,1
R_3kbwvTet6xMwmLx,KCG,Climate and plant controls on soil organic matter in coastal wetlands,Q25.6_1,FALSE,+,+,,,Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Habitat creation and maintenance,EffectDirect,Env,,Q12,HabCreate,155,,TK,KCG,2
R_3OjIH5CZCa9lnQv,TK,Climate and plant controls on soil organic matter in coastal wetlands,Q25.6_4,FALSE,Mixed,Mixed,,,Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],EffectDirect,Env,,Q12,ClimReg,158,,TK,KCG,1
R_3kbwvTet6xMwmLx,KCG,Climate and plant controls on soil organic matter in coastal wetlands,Q25.6_4,FALSE,+,+,,,Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],EffectDirect,Env,,Q12,ClimReg,158,,TK,KCG,2
R_3OjIH5CZCa9lnQv,TK,Climate and plant controls on soil organic matter in coastal wetlands,Q25.6_7,FALSE,,,,,"Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",EffectDirect,Env,,Q12,coastWQReg,161,,TK,KCG,1
R_3kbwvTet6xMwmLx,KCG,Climate and plant controls on soil organic matter in coastal wetlands,Q25.6_7,FALSE,-,-,,,"Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",EffectDirect,Env,,Q12,coastWQReg,161,,TK,KCG,2
R_3OjIH5CZCa9lnQv,TK,Climate and plant controls on soil organic matter in coastal wetlands,Q25.8_4,FALSE,Mixed,Mixed,,,Q12: Which Ecosystem Services were considered?  - Direction of Biotic Driver Relationship - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],EffectDirect,Bio,,Q12,ClimReg,190,,TK,KCG,1
R_3kbwvTet6xMwmLx,KCG,Climate and plant controls on soil organic matter in coastal wetlands,Q25.8_4,FALSE,+,+,,,Q12: Which Ecosystem Services were considered?  - Direction of Biotic Driver Relationship - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],EffectDirect,Bio,,Q12,ClimReg,190,,TK,KCG,2
R_3OjIH5CZCa9lnQv,TK,Climate and plant controls on soil organic matter in coastal wetlands,Q26,FALSE,,,,,List Other Biotic Driver from Q12 (sep. with commas),OtherDriver,Bio,,Q12,,205,,TK,KCG,1
R_3kbwvTet6xMwmLx,KCG,Climate and plant controls on soil organic matter in coastal wetlands,Q26,FALSE,plant productivity,plant productivity,,,List Other Biotic Driver from Q12 (sep. with commas),OtherDriver,Bio,Bio,Q12,ClimReg,205,Infilled ES from Driver where 'Other' specified,TK,KCG,2
R_3OjIH5CZCa9lnQv,TK,Climate and plant controls on soil organic matter in coastal wetlands,Q18,FALSE,"Kremen Topic 1 : ESPs,Kremen Topic 3 : Environmental factors that influence provision (env. drivers, not including human drivers)),Kremen Topic 4 : Scale","Kremen Topic 1 : ESPs,Kremen Topic 3 : Environmental factors that influence provision (env. drivers not including human drivers),Kremen Topic 4 : Scale",,,Q13: Which of Kremen's Topics does this paper address?,KremenTopics,,,Q13,,206,,TK,KCG,1
R_3kbwvTet6xMwmLx,KCG,Climate and plant controls on soil organic matter in coastal wetlands,Q18,FALSE,"Kremen Topic 2 : Community structure influencing function,Kremen Topic 3 : Environmental factors that influence provision (env. drivers, not including human drivers))","Kremen Topic 2 : Community structure influencing function,Kremen Topic 3 : Environmental factors that influence provision (env. drivers not including human drivers),Kremen Topic 4 : Scale",,,Q13: Which of Kremen's Topics does this paper address?,KremenTopics,,,Q13,,206,Appended KT 4:Scale (has multi time or spatial scale but KT 4 not checked),TK,KCG,2
R_1ohcLMajY8ggLT8,TK,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,Q25.1_4_1,FALSE,"soil carbon, carbon in trees per area",carbon in trees per area,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of climate [e.g. biological carbon storage and sequestration; me... - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands] - Response 1: Separate by commas",Response,,,Q12,ClimReg,65,,TK,KCG,1
R_1ohcLMajY8ggLT8,TK,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,Q25.1_4_1,FALSE,"soil carbon, carbon in trees per area",soil carbon,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of climate [e.g. biological carbon storage and sequestration; me... - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands] - Response 1: Separate by commas",Response,,,Q12,ClimReg,65,,TK,KCG,1
R_1rpjuUq1KH7L696,KCG,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,Q25.1_4_1,FALSE,"Carbon per tree, soil carbon, carbon per area",carbon per area,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of climate [e.g. biological carbon storage and sequestration; me... - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands] - Response 1: Separate by commas",Response,,,Q12,ClimReg,65,,TK,KCG,2
R_1rpjuUq1KH7L696,KCG,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,Q25.1_4_1,FALSE,"Carbon per tree, soil carbon, carbon per area",Carbon per tree,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of climate [e.g. biological carbon storage and sequestration; me... - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands] - Response 1: Separate by commas",Response,,,Q12,ClimReg,65,,TK,KCG,2
R_1rpjuUq1KH7L696,KCG,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,Q25.1_4_1,FALSE,"Carbon per tree, soil carbon, carbon per area",soil carbon,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of climate [e.g. biological carbon storage and sequestration; me... - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands] - Response 1: Separate by commas",Response,,,Q12,ClimReg,65,,TK,KCG,2
R_1ohcLMajY8ggLT8,TK,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,Q25.2_4,FALSE,Climate,Climate,,,Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Env,Env,Q12,ClimReg,94,,TK,KCG,1
R_1rpjuUq1KH7L696,KCG,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,Q25.2_4,FALSE,,,,,Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Env,,Q12,ClimReg,94,,TK,KCG,2
R_1ohcLMajY8ggLT8,TK,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,Q25.4_4,TRUE,Service Provider (Q17),Service Provider (Q17),,,Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Bio,Bio,Q12,ClimReg,126,,TK,KCG,1
R_1rpjuUq1KH7L696,KCG,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,Q25.4_4,TRUE,Service Provider (Q17),Service Provider (Q17),,,Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Bio,Bio,Q12,ClimReg,126,,TK,KCG,2
R_1ohcLMajY8ggLT8,TK,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,Q25.5_4,TRUE,ES,ES,,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Yclass,,,Q12,ClimReg,142,,TK,KCG,1
R_1rpjuUq1KH7L696,KCG,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,Q25.5_4,TRUE,ES,ES,,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Yclass,,,Q12,ClimReg,142,,TK,KCG,2
R_1ohcLMajY8ggLT8,TK,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,Q25.6_4,FALSE,Mixed,Mixed,,,Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],EffectDirect,Env,,Q12,ClimReg,158,,TK,KCG,1
R_1rpjuUq1KH7L696,KCG,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,Q25.6_4,FALSE,,,,,Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],EffectDirect,Env,,Q12,ClimReg,158,,TK,KCG,2
R_1ohcLMajY8ggLT8,TK,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,Q25.8_4,TRUE,+,+,,,Q12: Which Ecosystem Services were considered?  - Direction of Biotic Driver Relationship - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],EffectDirect,Bio,,Q12,ClimReg,190,,TK,KCG,1
R_1rpjuUq1KH7L696,KCG,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,Q25.8_4,TRUE,+,+,,,Q12: Which Ecosystem Services were considered?  - Direction of Biotic Driver Relationship - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],EffectDirect,Bio,,Q12,ClimReg,190,,TK,KCG,2
R_1ohcLMajY8ggLT8,TK,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,Q18,FALSE,"Kremen Topic 1 : ESPs,Kremen Topic 2 : Community structure influencing function,Kremen Topic 3 : Environmental factors that influence provision (env. drivers, not including human drivers))","Kremen Topic 1 : ESPs,Kremen Topic 2 : Community structure influencing function,Kremen Topic 3 : Environmental factors that influence provision (env. drivers not including human drivers)",,,Q13: Which of Kremen's Topics does this paper address?,KremenTopics,,,Q13,,206,,TK,KCG,1
R_1rpjuUq1KH7L696,KCG,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,Q18,FALSE,Kremen Topic 1 : ESPs,Kremen Topic 1 : ESPs,,,Q13: Which of Kremen's Topics does this paper address?,KremenTopics,,,Q13,,206,,TK,KCG,2
R_1ohcLMajY8ggLT8,TK,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,Q19,FALSE,"Across species  [e.g. community structure, diversity]","Across species  [e.g. community structure, diversity]",,,"Q14: If the study incorporates a 'Service Provider', which service provider(s) does it utilize?",ESP_type,,,Q14,,207,,TK,KCG,1
R_1rpjuUq1KH7L696,KCG,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,Q19,FALSE,"Multiple ESP species [e.g., multiple focal ESP species]","Multiple ESP species [e.g., multiple focal ESP species]",,,"Q14: If the study incorporates a 'Service Provider', which service provider(s) does it utilize?",ESP_type,,,Q14,,207,,TK,KCG,2
R_1ohcLMajY8ggLT8,TK,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,Q21,FALSE,No feedbacks measured directly,No feedbacks measured directly,,,Q15: Does the paper measure feedbacks between levels?,Feedbacks,,,Q15,,209,,TK,KCG,1
R_1rpjuUq1KH7L696,KCG,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,Q21,FALSE,"Ecosystem services -> service providers,Ecosystem services -> ecosystem function","Ecosystem services -> service providers,Ecosystem services -> ecosystem function",,,Q15: Does the paper measure feedbacks between levels?,Feedbacks,,,Q15,,209,,TK,KCG,2
R_1ohcLMajY8ggLT8,TK,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,Q22,FALSE,No,No,,,Q16: Are there explicit discussions of thresholds required for the provisioning of the ES discussed?,Thresholds,,,Q16,,210,,TK,KCG,1
R_1rpjuUq1KH7L696,KCG,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,Q22,FALSE,Mentioned or discussed but not measured,Mentioned or discussed but not measured,,,Q16: Are there explicit discussions of thresholds required for the provisioning of the ES discussed?,Thresholds,,,Q16,,210,,TK,KCG,2
R_31gFKUIGObw7kJ8,TK,Pollination benefits are maximized at intermediate nutrient levels,Q25.1_2_1,FALSE,sunflower yield,sunflower yield,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Pollination and dispersal of seeds or other propagules - Response 1: Separate by commas",Response,,,Q12,Pollination,61,,TK,KCG,1
R_2w4PvLG17JzUrhW,KCG,Pollination benefits are maximized at intermediate nutrient levels,Q25.1_2_1,FALSE,yield,yield,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Pollination and dispersal of seeds or other propagules - Response 1: Separate by commas",Response,,,Q12,Pollination,61,,TK,KCG,2
R_31gFKUIGObw7kJ8,TK,Pollination benefits are maximized at intermediate nutrient levels,Q25.2_2,FALSE,,,,,Q12: Which Ecosystem Services were considered?  - Environmental Driver - Pollination and dispersal of seeds or other propagules,Driver,Env,,Q12,Pollination,92,,TK,KCG,1
R_2w4PvLG17JzUrhW,KCG,Pollination benefits are maximized at intermediate nutrient levels,Q25.2_2,FALSE,Other,Other,,,Q12: Which Ecosystem Services were considered?  - Environmental Driver - Pollination and dispersal of seeds or other propagules,Driver,Env,Env,Q12,Pollination,92,,TK,KCG,2
R_31gFKUIGObw7kJ8,TK,Pollination benefits are maximized at intermediate nutrient levels,Q25.3_2,FALSE,Other,Other,,,Q12: Which Ecosystem Services were considered?  - Human Driver - Pollination and dispersal of seeds or other propagules,Driver,Anthro,Anthro,Q12,Pollination,108,,TK,KCG,1
R_2w4PvLG17JzUrhW,KCG,Pollination benefits are maximized at intermediate nutrient levels,Q25.3_2,FALSE,,,,,Q12: Which Ecosystem Services were considered?  - Human Driver - Pollination and dispersal of seeds or other propagules,Driver,Anthro,,Q12,Pollination,108,,TK,KCG,2
R_31gFKUIGObw7kJ8,TK,Pollination benefits are maximized at intermediate nutrient levels,Q25.4_2,TRUE,Service Provider (Q17),Service Provider (Q17),,,Q12: Which Ecosystem Services were considered?  - Biotic Driver - Pollination and dispersal of seeds or other propagules,Driver,Bio,Bio,Q12,Pollination,124,,TK,KCG,1
R_2w4PvLG17JzUrhW,KCG,Pollination benefits are maximized at intermediate nutrient levels,Q25.4_2,TRUE,Service Provider (Q17),Service Provider (Q17),,,Q12: Which Ecosystem Services were considered?  - Biotic Driver - Pollination and dispersal of seeds or other propagules,Driver,Bio,Bio,Q12,Pollination,124,,TK,KCG,2
R_31gFKUIGObw7kJ8,TK,Pollination benefits are maximized at intermediate nutrient levels,Q25.5_2,TRUE,ES,ES,,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Pollination and dispersal of seeds or other propagules,Yclass,,,Q12,Pollination,140,,TK,KCG,1
R_2w4PvLG17JzUrhW,KCG,Pollination benefits are maximized at intermediate nutrient levels,Q25.5_2,TRUE,ES,ES,,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Pollination and dispersal of seeds or other propagules,Yclass,,,Q12,Pollination,140,,TK,KCG,2
R_31gFKUIGObw7kJ8,TK,Pollination benefits are maximized at intermediate nutrient levels,Q25.6_2,FALSE,,,,,Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Pollination and dispersal of seeds or other propagules,EffectDirect,Env,,Q12,Pollination,156,,TK,KCG,1
R_2w4PvLG17JzUrhW,KCG,Pollination benefits are maximized at intermediate nutrient levels,Q25.6_2,FALSE,Mixed,Mixed,,,Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Pollination and dispersal of seeds or other propagules,EffectDirect,Env,,Q12,Pollination,156,,TK,KCG,2
R_31gFKUIGObw7kJ8,TK,Pollination benefits are maximized at intermediate nutrient levels,Q25.7_2,FALSE,Mixed,Mixed,,,Q12: Which Ecosystem Services were considered?  - Direction of Human Driver Relationship - Pollination and dispersal of seeds or other propagules,EffectDirect,Anthro,,Q12,Pollination,172,,TK,KCG,1
R_2w4PvLG17JzUrhW,KCG,Pollination benefits are maximized at intermediate nutrient levels,Q25.7_2,FALSE,,,,,Q12: Which Ecosystem Services were considered?  - Direction of Human Driver Relationship - Pollination and dispersal of seeds or other propagules,EffectDirect,Anthro,,Q12,Pollination,172,,TK,KCG,2
R_31gFKUIGObw7kJ8,TK,Pollination benefits are maximized at intermediate nutrient levels,Q25.8_2,FALSE,Mixed,Mixed,,,Q12: Which Ecosystem Services were considered?  - Direction of Biotic Driver Relationship - Pollination and dispersal of seeds or other propagules,EffectDirect,Bio,,Q12,Pollination,188,,TK,KCG,1
R_2w4PvLG17JzUrhW,KCG,Pollination benefits are maximized at intermediate nutrient levels,Q25.8_2,FALSE,+,+,,,Q12: Which Ecosystem Services were considered?  - Direction of Biotic Driver Relationship - Pollination and dispersal of seeds or other propagules,EffectDirect,Bio,,Q12,Pollination,188,,TK,KCG,2
R_31gFKUIGObw7kJ8,TK,Pollination benefits are maximized at intermediate nutrient levels,Q17,FALSE,,,,,List Other Environmental Driver from Q12 (sep. with commas),OtherDriver,Env,,Q12,,203,,TK,KCG,1
R_2w4PvLG17JzUrhW,KCG,Pollination benefits are maximized at intermediate nutrient levels,Q17,FALSE,Nitrogen availability,Nitrogen availability,,,List Other Environmental Driver from Q12 (sep. with commas),OtherDriver,Env,Env,Q12,Pollination,203,Infilled ES from Driver where 'Other' specified,TK,KCG,2
R_31gFKUIGObw7kJ8,TK,Pollination benefits are maximized at intermediate nutrient levels,Q25,FALSE,nutrient addition,nutrient addition,,,List Other Human Driver from Q12 (sep. with commas),OtherDriver,Anthro,Anthro,Q12,Pollination,204,Infilled ES from Driver where 'Other' specified,TK,KCG,1
R_2w4PvLG17JzUrhW,KCG,Pollination benefits are maximized at intermediate nutrient levels,Q25,FALSE,,,,,List Other Human Driver from Q12 (sep. with commas),OtherDriver,Anthro,,Q12,,204,,TK,KCG,2
R_31gFKUIGObw7kJ8,TK,Pollination benefits are maximized at intermediate nutrient levels,Q18,FALSE,Kremen Topic 1 : ESPs,Kremen Topic 1 : ESPs,,,Q13: Which of Kremen's Topics does this paper address?,KremenTopics,,,Q13,,206,,TK,KCG,1
R_2w4PvLG17JzUrhW,KCG,Pollination benefits are maximized at intermediate nutrient levels,Q18,FALSE,"Kremen Topic 1 : ESPs,Kremen Topic 3 : Environmental factors that influence provision (env. drivers, not including human drivers))","Kremen Topic 1 : ESPs,Kremen Topic 3 : Environmental factors that influence provision (env. drivers not including human drivers)",,,Q13: Which of Kremen's Topics does this paper address?,KremenTopics,,,Q13,,206,,TK,KCG,2
R_31gFKUIGObw7kJ8,TK,Pollination benefits are maximized at intermediate nutrient levels,Q22,FALSE,Yes,Yes,,,Q16: Are there explicit discussions of thresholds required for the provisioning of the ES discussed?,Thresholds,,,Q16,,210,,TK,KCG,1
R_2w4PvLG17JzUrhW,KCG,Pollination benefits are maximized at intermediate nutrient levels,Q22,FALSE,No,No,,,Q16: Are there explicit discussions of thresholds required for the provisioning of the ES discussed?,Thresholds,,,Q16,,210,,TK,KCG,2
