StartDate,EndDate,RecordedDate,ResponseId,Init,doublerev,version,Title,id,answer,clean_answer,varnum,clean_answer_binned,fullquestion,abbr,Group,clean_group,qnum,ES,survey_order,qa_note,ctw_answer,ctw_comment
2020-04-24T22:22:52Z,2020-04-24T22:40:41Z,2020-04-24T22:40:42Z,R_OJZSRE5K8UF5uzn,SDJ,FALSE,final,From intrinsic to service potential: An approach to assess tourism landscape potential,Q25,,,,,List Other Human Driver from Q12 (sep. with commas),OtherDriver,Human,,Q12,,204,,,
2020-04-24T22:22:52Z,2020-04-24T22:40:41Z,2020-04-24T22:40:42Z,R_OJZSRE5K8UF5uzn,SDJ,FALSE,final,From intrinsic to service potential: An approach to assess tourism landscape potential,Q26,,,,,List Other Biotic Driver from Q12 (sep. with commas),OtherDriver,Biotic,,Q12,,205,,Algal blooms,"CTW reviewed missing drivers. SDJ noted drivers not discussed (agree -- discussion more about model performance and outcome), but biotic, environmental, and human variables were fed into model for landscape ES potential."
2020-04-24T22:22:52Z,2020-04-24T22:40:41Z,2020-04-24T22:40:42Z,R_OJZSRE5K8UF5uzn,SDJ,FALSE,final,From intrinsic to service potential: An approach to assess tourism landscape potential,Q24,I'd say this paper did not discuss drivers. The goal was to incorporate people's willingness to do tourist activities to calculations for the potential to do that activity across a whole landscape,I'd say this paper did not discuss drivers. The goal was to incorporate people's willingness to do tourist activities to calculations for the potential to do that activity across a whole landscape,,,"Notes, Questions, Comments",SurveyNotes,,,Q18,,212,,,
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_2_1,terrestrial biodiversity,terrestrial biodiversity,1,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Pollination and dispersal of seeds or other propagules - Response 1: Separate by commas",Response,,,Q12,Pollination,61,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_2_1,biodiversity composite score,biodiversity composite score,1,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Pollination and dispersal of seeds or other propagules - Response 1: Separate by commas",Response,,,Q12,Pollination,61,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_2_1,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Pollination and dispersal of seeds or other propagules - Response 1: Separate by commas",Response,,,Q12,Pollination,61,,biodiversity composite score,CTW did third party review for double reviewer inconsistencies in Q12. Agree more with GV. Modeled provision and tradeoffs of multiple ESes across landscape dependent on varying drivers.
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_2_2,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Pollination and dispersal of seeds or other propagules - DO NOT USE Response 2",Response,,,Q12,Pollination,62,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_2_2,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Pollination and dispersal of seeds or other propagules - DO NOT USE Response 2",Response,,,Q12,Pollination,62,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_2_2,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Pollination and dispersal of seeds or other propagules - DO NOT USE Response 2",Response,,,Q12,Pollination,62,,,
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_7_1,Total nitrogen,Total nitrogen,1,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater and coastal water quality [e.g. filtration of part... - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals] - Response 1: Separate by commas",Response,,,Q12,coastWQReg,71,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_7_1,total N,total N,1,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater and coastal water quality [e.g. filtration of part... - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals] - Response 1: Separate by commas",Response,,,Q12,coastWQReg,71,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_7_1,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater and coastal water quality [e.g. filtration of part... - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals] - Response 1: Separate by commas",Response,,,Q12,coastWQReg,71,,Total nitrogen,CTW did third party review. AK and GV agreed here.
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_7_2,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater and coastal water quality [e.g. filtration of part... - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals] - DO NOT USE Response 2",Response,,,Q12,coastWQReg,72,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_7_2,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater and coastal water quality [e.g. filtration of part... - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals] - DO NOT USE Response 2",Response,,,Q12,coastWQReg,72,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_7_2,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater and coastal water quality [e.g. filtration of part... - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals] - DO NOT USE Response 2",Response,,,Q12,coastWQReg,72,,,
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_10_1,area of riparian habitat,area of riparian habitat,1,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of detrimental organisms and biological processes [e.g. pests, p... - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals] - Response 1: Separate by commas",Response,,,Q12,PestPath,77,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_10_1,area of riparian habitat,area of riparian habitat,1,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of detrimental organisms and biological processes [e.g. pests, p... - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals] - Response 1: Separate by commas",Response,,,Q12,PestPath,77,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_10_1,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of detrimental organisms and biological processes [e.g. pests, p... - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals] - Response 1: Separate by commas",Response,,,Q12,PestPath,77,,area of riparian habitat,CTW did third party review. AK and GV agreed here.
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_10_2,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of detrimental organisms and biological processes [e.g. pests, p... - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals] - DO NOT USE Response 2",Response,,,Q12,PestPath,78,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_10_2,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of detrimental organisms and biological processes [e.g. pests, p... - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals] - DO NOT USE Response 2",Response,,,Q12,PestPath,78,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_10_2,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of detrimental organisms and biological processes [e.g. pests, p... - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals] - DO NOT USE Response 2",Response,,,Q12,PestPath,78,,,
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_12_1,Agricultural revenue,Agricultural revenue,1,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Food and feed - Response 1: Separate by commas",Response,,,Q12,Food,81,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_12_1,"Total agricultural revenues, wetland area (fisheries proxy)",Total agricultural revenues,1,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Food and feed - Response 1: Separate by commas",Response,,,Q12,Food,81,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_12_1,"Total agricultural revenues, wetland area (fisheries proxy)",wetland area (fisheries proxy),2,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Food and feed - Response 1: Separate by commas",Response,,,Q12,Food,81,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_12_1,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Food and feed - Response 1: Separate by commas",Response,,,Q12,Food,81,,"Agricultural revenue, wetland area (fisheries proxy)",CTW did third party review. AK and GV agreed here.
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_12_2,Wetland area,Wetland area,2,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Food and feed - DO NOT USE Response 2",Response,,,Q12,Food,82,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_12_2,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Food and feed - DO NOT USE Response 2",Response,,,Q12,Food,82,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_12_2,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Food and feed - DO NOT USE Response 2",Response,,,Q12,Food,82,,,
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_16_1,biodiversity condition,biodiversity condition,1,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Cultural Services, including Physical and psychological experiences ##do we... - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking] - Response 1: Separate by commas",Response,,,Q12,CulturePsych,89,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_16_1,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Cultural Services, including Physical and psychological experiences ##do we... - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking] - Response 1: Separate by commas",Response,,,Q12,CulturePsych,89,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_16_1,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Cultural Services, including Physical and psychological experiences ##do we... - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking] - Response 1: Separate by commas",Response,,,Q12,CulturePsych,89,,biodiversity composite score,CTW did third party review. Agree with AK. Using GV's biodiversity response answer so consistent throughout.
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_16_2,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Cultural Services, including Physical and psychological experiences ##do we... - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking] - DO NOT USE Response 2",Response,,,Q12,CulturePsych,90,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_16_2,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Cultural Services, including Physical and psychological experiences ##do we... - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking] - DO NOT USE Response 2",Response,,,Q12,CulturePsych,90,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.1_16_2,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Cultural Services, including Physical and psychological experiences ##do we... - Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking] - DO NOT USE Response 2",Response,,,Q12,CulturePsych,90,,,
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.2_2,,,,,Q12: Which Ecosystem Services were considered?  - Environmental Driver - Pollination and dispersal of seeds or other propagules,Driver,Environmental,,Q12,Pollination,92,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.2_2,,,,,Q12: Which Ecosystem Services were considered?  - Environmental Driver - Pollination and dispersal of seeds or other propagules,Driver,Environmental,,Q12,Pollination,92,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.2_2,,,,,Q12: Which Ecosystem Services were considered?  - Environmental Driver - Pollination and dispersal of seeds or other propagules,Driver,Environmental,,Q12,Pollination,92,,,
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.2_7,,,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Driver,Environmental,,Q12,coastWQReg,97,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.2_7,,,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Driver,Environmental,,Q12,coastWQReg,97,,,
2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,2020-08-14T00:55:56Z,R2unified,AK/GV,TRUE,final,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.2_7,,,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Driver,Environmental,,Q12,coastWQReg,97,,,
2020-02-13T19:44:11Z,2020-02-13T20:30:47Z,2020-02-13T20:30:47Z,R_1ladgh3xH5R1Vb7,AK,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.2_10,,,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",Driver,Environmental,,Q12,PestPath,100,,,
2020-03-05T19:59:40Z,2020-03-05T20:23:42Z,2020-03-05T20:23:42Z,R_bBnxY9Kv0gtT7vX,GV,TRUE,original,"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia",Q25.2_10,,,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",Driver,Environmental,,Q12,PestPath,100,,,
